name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,affiliated_committee_name,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
VAN HOLLEN FOR SENATE,"{2016,2018,2020}","MAUD, STACEY",S,Senate,Q,P,Principal campaign committee,,,VAN HOLLEN/GIDEON JOINT FUND 2020,DEM,DEMOCRATIC PARTY,MD,C00573758,{S6MD03441},2015-03-06,2019-08-21,2019-08-21
DURKIN FOR US SENATE,"{2002,2004}",THOMAS J. DURKIN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00370718,{S2IL00127},2001-11-13,2004-03-30,2002-08-14
SCOTT TAYLOR FOR SENATE,{2020},"DOZIER, JULIE",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,VA,C00711341,{S0VA00104},2019-07-08,2019-08-29,2019-08-29
CAMPAIGN COMMITTEE TO ELECT JESSE JONES FOR US SENATE,{2002},DAVID W NEWELL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00365569,{S2MO00346},2001-04-02,2002-10-04,2001-06-14
ASA HUTCHINSON FOR U S SENATE COMMITTEE,"{1986,1988,1990,1992,1994,1996,1998,2000}",WILLIAM ASA HUTCHINSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AR,C00201830,{S6AR00017},1986-01-28,1998-08-21,1986-01-28
JOE KYRILLOS FOR US SENATE INC,"{2012,2014}",RONALD GRAVINO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00511238,{S2NJ00387},2012-01-19,2014-12-15,2012-01-19
ERNEST J PAGELS JR FOR US SENATE,"{2010,2012}",ERNEST J PAGELS JR,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00484980,{S0WI00205},2010-05-10,2012-11-01,2011-06-07
MENENDEZ FOR SENATE,"{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",JOHN PALUMBO,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00264564,"{H2NJ13075,S6NJ00289}",1992-04-09,2019-07-15,2018-08-10
ELECTION FUND OF TOM KEAN,"{2006,2008,2010,2012,2014,2016,2018,2020}",RONALD GRAVINO,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00410365,{S6NJ00271},2005-03-19,2019-07-17,2016-09-06
NETWORKING TEAM FOR GWYNDOLYN MCCLELLAN,{2004},GWYNDOLYN MCCLELLAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00388371,{S4FL00181},2003-07-11,2004-08-31,2003-11-28
1980 SENATE CAMPAIGN FUND,"{1980,1982}",ROBERT H NAFTALY,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,MI,C00115691,"{S4CA00019,S4ID00026,S6IN00084}",1979-11-01,1980-01-30,1979-11-01
HYNES FOR SENATE,"{2004,2006,2008}",JEFFREY C WAGNER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00385252,{S4IL00206},2003-02-12,2008-01-02,2003-08-20
DAWSON MATHIS CAMPAIGN COMMITTEE - SENATE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",RONALD L COLLINS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00113571,{S0GA00054},1979-09-19,1996-05-15,1979-09-19
SWEENEY FOR NJ,"{2014,2016,2018}",THOMAS REED,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00540773,{S4NJ00193},2013-01-15,2018-04-26,2013-03-20
TERRY WHITNEY FOR MICHIGAN,"{2014,2016}",TERRY WHITNEY,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MI,C00549766,{S4MI00389},2013-09-19,2015-11-10,2013-09-19
COMMITTEE TO TURN THE PAGE ON POLITICS; THE,"{2014,2016,2018}",BRIAN LAWING,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00549741,{S4TN00310},2013-09-18,2018-04-26,2014-04-08
STEVE GRUBBS FOR U S SENATE,"{1996,1998}",CURT A OPPEL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IA,C00303099,{S4IA00038},1995-05-22,1997-12-12,1995-10-02
PEARSON CAMPAIGN FOR UNITED STATES SENATE,{2008},WILLIAM REINTS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MT,C00450114,{S8MT00176},2008-05-12,2008-07-15,2008-06-04
ALEXANDER FOR SENATE 2020 INC,"{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",KEITH A DAVIS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00383745,{S2TN00058},2002-12-02,2019-08-06,2014-12-16
KANSANS FOR KASSEBAUM,"{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000}",GWEN BELL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,KS,C00166173,{S8KS00094},1983-02-18,1999-03-19,1990-07-16
PINKERTON FOR U S SENATE,{1998},DALE A BENDER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CA,C00325662,{S8CA00119},1997-01-17,1998-08-24,1997-01-17
COREY DABNEY FOR THE UNITED STATES SENATE 2010,"{2010,2012,2014,2016}",MARK LINGLE,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00468728,{S0IL00352},2009-10-13,2015-11-10,2010-01-20
CONSERVATIVES FOR DAVIS CONWAY,{2010},MICHAEL DEAN HECKMAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00472175,{S0MO00217},2009-12-10,2010-08-31,2009-12-10
ALLEN LAMB FOR SENATE COMMITEE,{1980},ALLAN B LAMB,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00113175,{S0CO00013},1979-09-08,1981-06-02,1979-10-25
COMMITTEE TO ELECT GEORGE NICHOLS,"{1978,1980}",TOM WRIGHT,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00102699,{S8AL00191},1978-08-31,1980-03-08,1978-10-05
HINCK FOR MAINE,"{2012,2014}",JON HINCK,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ME,C00506386,{S2ME00067},2011-11-12,2013-03-29,2012-07-14
TRAUNER FOR THE PEOPLE OF WYOMING,"{2018,2020}","PETTERSON, JAY",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,WY,C00663146,{S8WY00189},2017-12-12,2019-02-19,2018-01-31
YOUNG AMERICANS COMMITTEE,{1986},ROSANNA JACKSON,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00197756,{S6AZ00118},1985-09-10,1986-11-24,1986-06-09
DOUG RUSKA U S SENATE ELECTION COMMITTEE,"{1996,1998}",DOUGLAS P RUSKA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00323147,{S6FL00152},1996-09-20,1998-05-30,1996-09-20
ED GILLESPIE FOR SENATE,"{2014,2016,2018,2020}",JOHN G SELPH,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00555722,{S4VA00155},2014-01-16,2019-07-09,2014-10-20
BONAR FOR US SENATE,{2004},RONALD CARL BONAR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MO,C00404368,{S4MO00177},2004-07-29,2004-09-21,2004-07-29
FRIENDS OF ALAN WHEAT,"{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006}",CHRISTINE STANEK,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MO,C00157909,"{H2MO05139,S4MO00060}",1982-06-16,2006-02-01,2001-02-06
WISCONSINITES FOR NEUMANN,{2004},MARK W NEUMANN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00387795,{S8WI00158},2003-06-18,2004-06-17,2003-06-18
BREDESEN FOR SENATE,"{2018,2020}","LODGE, VIRGINIA T.",S,Senate,T,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,TN,C00663658,{S8TN00386},2017-12-18,2019-07-11,2019-02-28
CITIZENS TO ELECT LITTLE,"{2018,2020}",PATRICK LITTLE,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00681312,{S8CA00606},2018-06-13,2019-07-31,2019-02-28
FRIENDS OF JENNIFER GIGI FERGUSON,"{2016,2018}",BRYCE W HENRIKSEN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,WA,C00604017,"{H2WA10048,S8WA00202}",2016-01-17,2018-07-14,2018-05-04
"COTTON FOR SENATE, INC.","{2012,2014,2016,2018,2020}","KOCH, THEODORE V",S,Senate,Q,P,Principal campaign committee,,,COTTON VICTORY,REP,REPUBLICAN PARTY,AR,C00499988,"{H2AR04083,S4AR00103}",2011-08-03,2019-07-15,2019-06-30
GRASS ROOTS FOLKS OF MARY TAYLOR-SHELBY FOR UNITED STATES SENATE,"{2000,2002}",GRISELDA B POSEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TN,C00356907,{S0TN00060},2000-04-20,2002-10-17,2002-04-02
FRAZIER FOR COLORADO INC,"{2016,2018}",TRAVIS MARTINEZ,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00593103,{S0CO00229},2015-11-30,2019-07-02,2016-03-09
LIFFRIG FOR SENATE,"{2004,2006,2008}",MIKE LIFFRIG,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,ND,C00399618,{S4ND00053},2004-04-16,2008-12-30,2005-09-16
GIOVANNI HAQANI FOR UNITED STATES SENATE,{2020},"HAQUANI, SARAH MAE",S,Senate,Q,P,Principal campaign committee,,,GIOVANNI HAQANI FOR UNITED STATES SENATE,DEM,DEMOCRATIC PARTY,NM,C00700856,{S0NM00082},2019-04-01,2019-04-01,2019-04-01
GUENTHNER FOR U.S. SENATE COMMITTEE,"{1978,1980,1982}",EDWARD J. MUDD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,KY,C00092429,{S8KY00068},1978-04-13,1981-02-02,1980-04-07
SCHLANGER FOR SENATE,{1984},MICHAEL T MADDI,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TX,C00171124,{S4TX00052},1983-10-14,1983-10-14,1983-10-14
CAL WOODS FOR IOWA,{2020},"LOYNACHAN, BRIAN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,IA,C00714246,{},2019-07-31,2019-07-31,2019-07-31
BOB CORKER FOR SENATE 2018 INC,"{2006,2008,2010,2012,2014,2016,2018,2020}",KIMBERLY KAEGI,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00430462,{S6TN00216},2006-11-14,2019-07-15,2017-08-18
AL RAMIREZ FOR US SENATE 2010,{2010},AL RAMIREZ,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00464586,{S0CA00306},2009-07-27,2010-11-09,2009-10-02
FRANK RIGGS FOR U S SENATE,"{1998,2000}",DANIEL J CHRISTENSEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00332486,{S8CA00150},1998-01-13,1999-09-03,1998-01-13
CRANSTON FOR SENATE '92 INC,"{1980,1982,1984,1986,1988,1990,1992,1994}",SOLOMON M KAMM,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CA,C00138743,{S4CA00019},1980-11-25,1994-03-25,1989-09-25
JOHN THUNE FOR SOUTH DAKOTA,"{1996,1998,2000,2002,2004,2010}",CAROL TWEDT,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,SD,C00307165,"{H6SD00085,S2SD00068}",1995-10-10,2004-08-10,2002-10-23
COMMITTEE FOR RAYMOND B. WHITAKER,"{1978,1980}",KAREN KLEIN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,WY,C00101774,{S8WY00072},1978-08-17,1979-05-07,1978-10-02
KEVIN DE LEON FOR SENATE,"{2018,2020}",KEVIN DE LEON,S,Senate,T,P,Principal campaign committee,,,DE LEON VICTORY FUND,DEM,DEMOCRATIC PARTY,CA,C00658773,{S8CA00408},2017-10-13,2019-08-06,2018-07-23
TOYOS FOR SENATE 2018,{2018},MARK ANTHONY ARMSTRONG,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00660209,{S8TN00360},2017-11-06,2018-07-17,2018-01-16
ARIZONA ON THE MOVE RODOLFO RUDY GARCIA,"{2008,2010,2012}",BELINDA GONZALEZ,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00455964,{S0AZ00186},2008-10-15,2012-04-26,2010-04-23
GENTILE FOR ALABAMA,{2018},DOMINIC GENTILE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00639393,{S8AL00332},2017-04-27,2017-11-02,2017-04-27
OKLAHOMANS FOR BOB KAMM,"{1978,1980,1982}","RICHARD L. HEATH, TREASURER",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OK,C00087213,{S8OK00050},1978-02-13,1981-12-02,1978-10-30
CORKER FOR U S SENATE,{1994},ROBERT P CORKER JR,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00287532,{S4TN00187},1994-01-13,1995-02-10,1994-09-01
FOSTER CAMPBELL FOR THE US SENATE,"{2016,2018,2020}",RON ROBERTS,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,LA,C00611988,{S6LA00359},2016-03-09,2019-08-26,2017-12-19
CRAWLEY FOR OREGON,{2014},ASHLEY BRAXTON CRAWLEY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00557413,{S4OR00206},2014-02-13,2014-08-06,2014-04-15
BOB MARSHALL FOR SENATE INC,"{2012,2014,2016,2018,2020}",MARY ROSE LALLI,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00511956,{S8VA00263},2012-01-20,2019-08-08,2012-02-06
STEWART FOR U S SENATE,{1990},MRS FRANK ROSS STEWART,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00236554,{S0AL00123},1989-05-08,1990-06-22,1990-04-09
FLORIDA VICE-PRESIDENTIAL TRIBUTE,"{1990,1996}",NANCY H WATKINS,S,Senate,T,J,Joint fundraising committee,,,,REP,REPUBLICAN PARTY,FL,C00241752,{S8FL00034},1990-01-25,1991-04-18,1990-01-25
DANFORTH FOR SENATE COMMITTEE,"{1986,1988,1990,1992,1994}",BRIAN C UNDERWOOD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00196691,{S6MO00024},1985-07-22,1995-03-24,1994-02-07
GENE KNORR FOR US SENATE,"{1982,1984,1986,1988,1990,1996}",ORLAN N TOLLEFSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,ND,C00146662,{S2ND00016},1981-11-10,1993-01-15,1985-01-15
JOSEPH VODVARKA'S PENNSYLVANIA SENATORIAL CANDIDACY COMMITTEE,"{2010,2012,2014,2016,2018,2020}",PATRICIA L VODVARKA,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00467134,{S4PA00196},2009-09-09,2019-08-06,2017-09-22
"FRIENDS OF BOB KRUEGER ""78","{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000}",NINA GUINN,S,Senate,A,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,TX,C00076968,{S8TX00020},1977-04-11,2000-03-16,1983-03-07
HADDOCK FOR US SENATE,"{2004,2006,2008}",DORIS HADDOCK,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NH,C00403170,{S4NH00054},2004-06-30,2007-07-03,2005-04-15
PRUITT 4 KANSAS,{2020},"SOIKE, MARK",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,KS,C00712133,{S0KS00281},2019-07-12,2019-07-12,2019-07-12
THOMPSON FOR SENATE,"{1984,1986}",JERRY E ROE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00179994,{S4NE00033},1984-03-26,1985-08-02,1984-04-17
KENNEDY FOR A BETTER COLORADO,{2010},AMANDA OLIVE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00464883,{S0CO00260},2009-07-25,2010-04-27,2009-07-25
PAULUS FOR SENATE,"{1996,1998}",WILLIAM L MILES,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00306308,{S6OR00102},1995-09-19,1997-03-07,1995-09-19
NEBRASKA NEEDS AL HAMBURG IN US SENATE,"{2000,2002}",AL HAMBURG,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,WY,C00355487,{S0NE00056},2000-03-17,2002-05-16,2002-02-21
DURBIN FOR SENATE,"{2004,2006}",LAURA WASIELEWSKI DURBIN,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00392175,{S4IL00339},2003-11-04,2006-02-01,2003-11-04
DEL PAPA FOR SENATE,"{2000,2002}",ROBYN POWERS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NV,C00345249,{S8NV00115},1999-05-07,2001-08-03,1999-05-07
LEDBETTER FOR SENATE,"{1980,1982,1984}",CATHERINE A QUIGLEY,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,VT,C00120766,{S0VT00049},1980-02-05,1983-05-19,1982-04-06
STEVE STOCKMAN FOR SENATE,"{2014,2016,2018,2020}",GARY W GOLDBERG,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MI,C00553909,{S4TX00524},2013-12-30,2019-07-10,2015-03-02
MICHAEL BEASLEY U S SENATOR COMMITTEE,"{1996,1998}",MICHAEL BEASLEY,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AK,C00318048,{S0AK00089},1996-05-02,1997-09-11,1996-05-02
BROWN FOR U S SENATE,"{1980,1982,1984,1986,1988,1990}",JULIUS GLAZER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CA,C00141283,{S2CA00088},1981-04-07,1989-08-11,1985-08-02
FRIENDS OF GALDBRAITH FOR US SENATOR,{1986},RICHARD JENNER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CT,C00196071,{S6CT00083},1985-06-11,1986-01-21,1985-06-11
RAY SHAMIE FOR U S SENATE,"{1982,1984,1986}",ANNE M BILODEAU,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MA,C00143008,{S2MA00022},1981-05-26,1986-11-07,1983-09-14
ANDERSON FOR U S SENATE,"{1994,1996}",RICHARD D NIVISON,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MI,C00286047,{S4MI00256},1993-12-06,1993-12-06,1993-12-06
ROHRER FOR SENATE,"{2012,2014}",SCOTT MCDEVITT,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00507145,{S2PA00265},2011-11-30,2013-01-22,2011-11-30
TRIP PITTMAN FOR US SENATE,{2018},"BROGHAMER, KEVIN",S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,AL,C00646737,{S8AL00415},2017-05-31,2017-11-01,2017-05-31
RUSTAD SENATE 2000,"{2000,2002}",BRUCE MEISTER CPA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00351262,{S0NE00023},1999-12-08,2002-04-05,1999-12-08
TOM GANLEY FOR SENATE,{2010},JOSEPH S FORNAL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00460428,{S0OH00182},2009-03-31,2010-08-03,2009-03-31
PETE FLAHERTY FOR U S SENATE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",SHAWN T FLAHERTY,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00122804,{S0PA00186},1980-03-15,1996-05-15,1993-02-16
GREG FOR MARYLAND,"{2016,2018}",EUGENE CRAIG III,S,Senate,A,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,MD,C00613471,{S6MD03524},2016-03-31,2018-04-26,2016-03-31
PEARCE FOR SENATE,"{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",JAMES FRANCIS,S,Senate,Q,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,NM,C00351254,{S0NM00041},1999-12-01,2019-07-17,2007-03-30
HATFIELD '96 U S SENATE,{1996},BRUCE P HATFIELD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00311282,{S6GA00093},1996-01-22,1997-05-07,1996-10-15
ARV LASH FOR THE U S SENATE,{1980},ROBERT PERKINSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AZ,C00108233,{S0AZ00012},1979-03-05,1980-02-04,1979-03-05
COMMITTEE TO ELECT DODT,"{2012,2014,2016,2018}",CHRIS M KISSNER,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00512624,{S2OH00212},2012-01-26,2018-04-26,2012-01-26
CARLEY FOR UNITED STATES SENATE,"{1980,1982}",GENE HAWKINS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00117952,{S0SC00032},1979-12-17,1980-07-15,1979-12-17
MILTON CROOM FOR U S SENATE,{1986},LONNIE MATTOX KNOTT,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00203836,{S6NC00142},1986-03-12,1986-10-24,1986-03-12
DAVID A RUBEN FOR US SENATE,"{2018,2020}",DAVID A RUBEN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00667725,{S2AZ00265},2018-01-29,2019-03-20,2018-01-29
BALDERAS FOR NEW MEXICO,{2012},ALEXANDER FLORES,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NM,C00495614,{S2NM00096},2011-04-20,2012-11-06,2012-10-03
CRESITELLO FOR US SENATE 08,"{2008,2010}",LAURA LEACH,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00451120,{S2NJ00114},2008-05-29,2010-01-22,
TED ALEXANDER FOR US SENATE,"{2014,2016}",DARRELL L KELLER ,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NC,C00554741,{S4NC00220},2014-01-13,2015-04-16,2014-01-13
CITIZENS FOR JOHN B LISTON,"{1994,1996,1998,2000}",JOHN B LISTON,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MD,C00297176,{S4MD00111},1994-08-04,1999-03-02,1995-03-13
MCCLURE FOR SENATE CAMPAIGN COMMITTEE,{2004},JOHN PEAVEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ID,C00404632,{S4ID00059},2004-08-11,2004-12-21,2004-08-11
CONNECTICUT FOR MATTHEW OAKES,{2012},DEBRA D OAKES,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CT,C00510651,{S2CT00207},2012-01-19,2012-11-02,2012-02-10
FRIENDS OF ORRIN HATCH COMMITTEE,"{1982,1984,1986,1988,1990}",STANLEY R DE WAAL,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,UT,C00153775,{S6UT00063},1980-01-08,1989-08-11,1989-02-27
STABENOW FOR US SENATE,"{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","FRY, FREDERICK",S,Senate,Q,P,Principal campaign committee,,,STABENOW VICTORY FUND,DEM,DEMOCRATIC PARTY,MI,C00344473,{S8MI00281},1999-04-01,2019-07-15,2019-03-21
JIMKINGFORSENATE,{2012},CHRISTOPHER M KING,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MA,C00497891,{S2MA00162},2011-06-21,2012-07-10,2011-06-21
GLENN A BURKETT FOR UNITED STATES SENATOR,"{2010,2012,2014}",VIRGINIA BARNIDGE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00482208,{S0FL00478},2010-04-28,2013-04-04,2010-04-29
AMY STEPHENS FOR US SENATE,"{2014,2016}",JACK WINDELER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MT,C00551598,{S4CO00353},2013-11-06,2015-02-22,2013-11-06
CHARLES WOODS SENATE CAMPAIGN,"{1994,1996}",CHARLES WOODS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00284661,{S2NV00118},1993-10-19,1996-10-15,1994-11-07
GREG CONLON FOR US SENATE 2012,{2012},JOHN P FRONEFIELD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00517193,{S2CA00740},2012-03-23,2012-11-29,2012-03-23
JJ STITT FOR US SENATE,{2020},"SIMMONS, SIERRA",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,OK,C00716407,{S0OK00347},2019-08-19,2019-08-19,2019-08-19
FRIENDS OF ANDY CRAIG,"{2014,2016,2018}",MICHELLE EBRAHIM,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OK,C00562132,{S4OK00364},2014-04-21,2018-04-26,2014-04-21
FRIENDS OF TREY GRAYSON,{2010},KEVIN BROGHAMER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,KY,C00461681,{S0KY00131},2009-05-06,2010-11-02,2009-12-10
ANDY FOR ALABAMA,{2020},"ROMAGNANO, CHASE ANDERSON ANDY REV.",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,AL,C00710434,{S0AL00305},2019-06-30,2019-09-02,2019-06-30
JAMES MARTER FOR UNITED STATES SENATE,"{2016,2018,2020}",JILL M MARTER,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00591271,{S6IL00334},2015-11-03,2019-07-15,2016-01-20
COMMITTEE TO ELECT DANNEY BALL TO THE UNITED STATES SENATE,{2004},VONNIE KENT,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00386763,{S4CA00217},2003-05-05,2004-06-08,2003-06-04
PARRAZ FOR CHANGE,{2010},SHARON ZAPATA,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00481556,{S0AZ00277},2010-04-20,2010-11-16,2010-07-20
ANTONOVICH TRANSFER COMMITTEE,"{1986,1988}",SCOTT B MACKENZIE,S,Senate,A,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,CA,C00200972,{S6CA00154},1986-01-08,1988-02-22,1986-01-08
